arquivo,palavra,ascii,par_id,escritor,semente,real,marca,onde,indice,medivel,fileiras_pauta,faixa_massa,faixa_massa_rel,faixa_densidade,tem_gemeo,diff_massa_acc,diff_massa_asc,diff_delta,diff_delta_rel,diff_acima_do_topo,e2_lido,e2_cer,e1_escore,e1_presente,categoria
sera-615740__acc__w424__s2.png,será,sera,sera-615740,424,2,False,agudo,acima,3,True,0,32,0.026,0.01814,True,81,46,35,0.02871,0,,,0.02871,,
aqueles-f3aa73__acc__w424__s2.png,àqueles,aqueles,aqueles-f3aa73,424,2,False,grave,acima,0,True,0,11,0.03526,0.01471,True,11,9,2,0.00683,0,,,0.00683,,
aquele-305a09__acc__w424__s2.png,àquele,aquele,aquele-305a09,424,2,False,grave,acima,0,True,0,41,0.21466,0.05609,True,41,46,-5,-0.01567,8,,,-0.01567,,
aquela-5f0a77__acc__w424__s2.png,àquela,aquela,aquela-5f0a77,424,2,False,grave,acima,0,True,0,7,0.03743,0.01144,True,0,42,-42,-0.23596,0,,,-0.23596,,
aquelas-cda0ac__acc__w424__s2.png,àquelas,aquelas,aquelas-cda0ac,424,2,False,grave,acima,0,True,0,0,0.0,0.0,True,0,0,0,0.0,0,,,0.0,,
epoque-f59620__acc__w424__s2.png,èpoque,epoque,epoque-f59620,424,2,False,grave,acima,0,True,0,103,0.34333,0.19808,True,80,77,3,0.00935,0,,,0.00935,,
importancia-39f2c4__acc__w424__s2.png,importância,importancia,importancia-39f2c4,424,2,False,circunflexo,acima,6,True,0,67,0.28511,0.05726,True,49,45,4,0.01653,0,,,0.01653,,
negligencia-07e163__acc__w424__s2.png,negligência,negligencia,negligencia-07e163,424,2,False,circunflexo,acima,6,True,0,3,0.01402,0.00325,True,0,0,0,0.0,0,,,0.0,,
influencia-754992__acc__w424__s2.png,influência,influencia,influencia-754992,424,2,False,circunflexo,acima,5,True,0,15,0.06912,0.01101,True,7,24,-17,-0.06204,0,,,-0.06204,,
ineficiencia-65d1bb__acc__w424__s2.png,ineficiência,ineficiencia,ineficiencia-65d1bb,424,2,False,circunflexo,acima,7,True,0,20,0.08264,0.01764,True,26,19,7,0.02121,7,,,0.02121,,
porque-90c5f0__acc__w424__s2.png,porquê,porque,porque-90c5f0,424,2,False,circunflexo,acima,5,True,0,30,0.12048,0.09091,True,20,21,-1,-0.00327,0,,,-0.00327,,
pode-9faff7__acc__w424__s2.png,pôde,pode,pode-9faff7,424,2,False,circunflexo,acima,1,True,0,32,0.09816,0.03077,True,32,33,-1,-0.00351,0,,,-0.00351,,
depressao-2d26ca__acc__w424__s2.png,depressão,depressao,depressao-2d26ca,424,2,False,til,acima,7,True,0,5,0.01931,0.007,True,14,21,-7,-0.02652,0,,,-0.02652,,
cidadaos-88079d__acc__w424__s2.png,cidadãos,cidadaos,cidadaos-88079d,424,2,False,til,acima,5,True,0,111,0.17903,0.05968,True,103,185,-82,-0.12481,0,,,-0.12481,,
questao-72d350__acc__w424__s2.png,questão,questao,questao-72d350,424,2,False,til,acima,5,True,0,84,0.30882,0.0875,True,84,93,-9,-0.02961,0,,,-0.02961,,
exclusao-7a9dad__acc__w424__s2.png,exclusão,exclusao,exclusao-7a9dad,424,2,False,til,acima,6,True,0,33,0.05509,0.02063,True,66,51,15,0.02347,0,,,0.02347,,
regioes-ba061c__acc__w424__s2.png,regiões,regioes,regioes-ba061c,424,2,False,til,acima,4,True,0,10,0.05076,0.01623,True,10,12,-2,-0.01,0,,,-0.01,,
visao-ee76db__acc__w424__s2.png,visão,visao,visao-ee76db,424,2,False,til,acima,3,True,0,65,0.07711,0.02811,True,15,32,-17,-0.01881,2,,,-0.01881,,
doencas-7ee44f__acc__w424__s2.png,doenças,doencas,doencas-7ee44f,424,2,False,cedilha,abaixo,4,True,0,0,0.0,0.0,True,0,1,-1,-0.00208,0,,,-0.00208,,
doenca-0cc034__acc__w424__s2.png,doença,doenca,doenca-0cc034,424,2,False,cedilha,abaixo,4,True,0,0,0.0,0.0,True,0,2,-2,-0.00333,0,,,-0.00333,,
espaco-222fe5__acc__w424__s2.png,espaço,espaco,espaco-222fe5,424,2,False,cedilha,abaixo,4,True,0,0,0.0,0.0,True,48,11,37,0.10694,4,,,0.10694,,
preco-f110c7__acc__w424__s2.png,preço,preco,preco-f110c7,424,2,False,cedilha,abaixo,3,True,0,9,0.01503,0.00426,True,116,16,100,0.18519,35,,,0.18519,,
espacos-a321bd__acc__w424__s2.png,espaços,espacos,espacos-a321bd,424,2,False,cedilha,abaixo,4,True,0,6,0.02222,0.00306,True,0,0,0,0.0,0,,,0.0,,
presenca-d6581f__acc__w424__s2.png,presença,presenca,presenca-d6581f,424,2,False,cedilha,abaixo,6,True,0,19,0.0468,0.00887,True,19,0,19,0.05249,29,,,0.05249,,
pais-8b83c1__acc__w375__s2.png,país,pais,pais-8b83c1,375,2,False,agudo,acima,2,True,0,58,0.10642,0.09355,True,264,102,162,0.38756,0,,,0.38756,,
individuos-2e50a2__acc__w375__s2.png,indivíduos,individuos,individuos-2e50a2,375,2,False,agudo,acima,5,True,0,22,0.15603,0.01321,True,22,15,7,0.03646,0,,,0.03646,,
esta-2d1080__acc__w375__s2.png,está,esta,esta-2d1080,375,2,False,agudo,acima,3,True,0,232,0.57002,0.10526,True,201,179,22,0.05023,0,,,0.05023,,
filosofo-6185fc__acc__w375__s2.png,filósofo,filosofo,filosofo-6185fc,375,2,False,agudo,acima,3,True,0,27,0.14211,0.02143,True,4,0,4,0.01674,4,,,0.01674,,
vies-abb582__acc__w375__s2.png,viés,vies,vies-abb582,375,2,False,agudo,acima,2,True,0,24,0.03065,0.01905,True,35,28,7,0.00897,0,,,0.00897,,
sera-615740__acc__w375__s2.png,será,sera,sera-615740,375,2,False,agudo,acima,3,True,0,14,0.0158,0.00858,True,8,12,-4,-0.00444,0,,,-0.00444,,
aqueles-f3aa73__acc__w375__s2.png,àqueles,aqueles,aqueles-f3aa73,375,2,False,grave,acima,0,True,0,6,0.02091,0.00852,True,6,4,2,0.00702,0,,,0.00702,,
aquele-305a09__acc__w375__s2.png,àquele,aquele,aquele-305a09,375,2,False,grave,acima,0,True,0,42,0.19178,0.05615,True,33,33,0,0.0,0,,,0.0,,
aquela-5f0a77__acc__w375__s2.png,àquela,aquela,aquela-5f0a77,375,2,False,grave,acima,0,True,0,51,0.2602,0.06439,True,64,64,0,0.0,0,,,0.0,,
aquelas-cda0ac__acc__w375__s2.png,àquelas,aquelas,aquelas-cda0ac,375,2,False,grave,acima,0,True,0,5,0.01724,0.0071,True,5,5,0,0.0,0,,,0.0,,
epoque-f59620__acc__w375__s2.png,èpoque,epoque,epoque-f59620,375,2,False,grave,acima,0,True,0,59,0.18671,0.11346,True,59,59,0,0.0,0,,,0.0,,
importancia-39f2c4__acc__w375__s2.png,importância,importancia,importancia-39f2c4,375,2,False,circunflexo,acima,6,True,0,59,0.29353,0.05043,True,59,64,-5,-0.02024,0,,,-0.02024,,
negligencia-07e163__acc__w375__s2.png,negligência,negligencia,negligencia-07e163,375,2,False,circunflexo,acima,6,True,0,0,0.0,0.0,True,0,0,0,0.0,0,,,0.0,,
influencia-754992__acc__w375__s2.png,influência,influencia,influencia-754992,375,2,False,circunflexo,acima,5,True,0,11,0.04435,0.00849,True,27,39,-12,-0.0427,0,,,-0.0427,,
ineficiencia-65d1bb__acc__w375__s2.png,ineficiência,ineficiencia,ineficiencia-65d1bb,375,2,False,circunflexo,acima,7,True,0,50,0.20408,0.04517,True,63,41,22,0.07407,8,,,0.07407,,
porque-90c5f0__acc__w375__s2.png,porquê,porque,porque-90c5f0,375,2,False,circunflexo,acima,5,True,0,0,0.0,0.0,True,0,49,-49,-0.16443,0,,,-0.16443,,
pode-9faff7__acc__w375__s2.png,pôde,pode,pode-9faff7,375,2,False,circunflexo,acima,1,True,0,25,0.07911,0.02437,True,54,58,-4,-0.01544,0,,,-0.01544,,
depressao-2d26ca__acc__w375__s2.png,depressão,depressao,depressao-2d26ca,375,2,False,til,acima,7,True,0,0,0.0,0.0,True,0,3,-3,-0.00781,0,,,-0.00781,,
cidadaos-88079d__acc__w375__s2.png,cidadãos,cidadaos,cidadaos-88079d,375,2,False,til,acima,5,True,0,140,0.24867,0.07778,True,132,180,-48,-0.07328,0,,,-0.07328,,
questao-72d350__acc__w375__s2.png,questão,questao,questao-72d350,375,2,False,til,acima,5,True,0,69,0.2875,0.1036,True,57,59,-2,-0.00431,0,,,-0.00431,,
exclusao-7a9dad__acc__w375__s2.png,exclusão,exclusao,exclusao-7a9dad,375,2,False,til,acima,6,True,0,34,0.05893,0.02076,True,89,52,37,0.07143,6,,,0.07143,,
regioes-ba061c__acc__w375__s2.png,regiões,regioes,regioes-ba061c,375,2,False,til,acima,4,True,0,17,0.06439,0.02698,True,11,12,-1,-0.00351,0,,,-0.00351,,
visao-ee76db__acc__w375__s2.png,visão,visao,visao-ee76db,375,2,False,til,acima,3,True,0,54,0.06827,0.02738,True,45,40,5,0.00572,3,,,0.00572,,
doencas-7ee44f__acc__w375__s2.png,doenças,doencas,doencas-7ee44f,375,2,False,cedilha,abaixo,4,True,0,22,0.04741,0.12222,True,40,0,40,0.07828,40,,,0.07828,,
doenca-0cc034__acc__w375__s2.png,doença,doenca,doenca-0cc034,375,2,False,cedilha,abaixo,4,True,0,2,0.00351,0.01449,True,70,4,66,0.10963,47,,,0.10963,,
espaco-222fe5__acc__w375__s2.png,espaço,espaco,espaco-222fe5,375,2,False,cedilha,abaixo,4,True,0,0,0.0,0.0,True,0,15,-15,-0.02075,0,,,-0.02075,,
preco-f110c7__acc__w375__s2.png,preço,preco,preco-f110c7,375,2,False,cedilha,abaixo,3,True,0,23,0.0285,0.01179,True,172,2,170,0.39906,138,,,0.39906,,
espacos-a321bd__acc__w375__s2.png,espaços,espacos,espacos-a321bd,375,2,False,cedilha,abaixo,4,True,0,21,0.06625,0.01132,True,0,33,-33,-0.0825,0,,,-0.0825,,
presenca-d6581f__acc__w375__s2.png,presença,presenca,presenca-d6581f,375,2,False,cedilha,abaixo,6,True,0,46,0.11646,0.02355,True,30,29,1,0.00255,12,,,0.00255,,
